movie_display_name,$_total_box_office,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,$_domestic_DVD_sales,movie_financial_summary_production_budget
Turist,2456677,1359497,1097180,48267,00000
Gleaming the Cube,2454590,2454590,00000,,00000
The Endurance: Shackleton's Legendary Antarctic Expedition,2452566,2452566,00000,,00000
Cote d'Azur,2446611,140439,2306172,,00000
The Men's Club,2444076,2444076,00000,,00000
Gojira,2443200,2443200,00000,,00000
Jefferson in Paris,2442542,2442542,00000,,14000000
Afterglow,2441642,2441642,00000,,00000
Lost in La Mancha,2440345,734514,1705831,,00000
Le Secret de ma Mere,2438595,2438595,00000,,00000
Four Lions,2436111,310007,2126104,,3750000
Limbo,2435321,1997807,437514,,8300000
Management,2434658,934658,1500000,3840855,00000
Tough Enough,2433722,2433722,00000,,00000
Read My Lips,2431453,1359133,1072320,,00000
Truck,2431064,00000,2431064,,00000
The Grace Card,2430735,2430735,00000,,200000
Otra pelicula de huevos y un pollo,2430452,00000,2430452,,00000
Under the Volcano,2428653,2428653,00000,,00000
Tinker Bell,2427167,00000,2427167,66541562,00000
Pyaar Ka Punchnama,2426641,00000,2426641,,00000
Hamlet,2419669,1577287,842382,,2000000
Moonlight and Valentino,2418013,2418013,00000,,00000
Torremolinos 73,2416771,87385,2329386,,00000
The Stupids,2415593,2415593,00000,,00000
Flirting,2415396,2415396,00000,,00000
2015 Oscar Shorts,2412493,2412493,00000,,00000
What Just Happened,2412123,1090947,1321176,,27000000
The Devil's Double,2406666,1361512,1045154,,19100000
Kitchen Stories,2406347,349315,2057032,,00000
Nannerl la soeur de Mozart,2404639,707885,1696754,,4500000
Questa notte è ancora nostra,2403049,00000,2403049,,00000
Renaissance,2401413,70644,2330769,,18000000
It's a Free World...,2397451,06389,2391062,,00000
Dasepo Naughty Girls,2396619,00000,2396619,,00000
Kalifornia,2395231,2395231,00000,,00000
Backbeat,2392599,2392599,00000,,00000
Modern Boy,2391854,00000,2391854,,00000
Solo Album,2390704,00000,2390704,,00000
King of New York,2389850,2389850,00000,,00000
I'm in Love with a Church Girl,2387730,2387730,00000,647005,00000
The Twilight Saga: Twilight/New Moon Combo,2385237,2385237,00000,,00000
The Basketball Diaries,2381087,2381087,00000,,00000
L'âge des ténèbres,2379375,1491525,887850,,00000
Table for Five,2378738,2378738,00000,,00000
Wildfire: Feel The Heat,2378388,2378388,00000,,00000
The Proposition,2377528,1622381,755147,,00000
The Dancer Upstairs,2374732,2374732,00000,,00000
Love is Strange,2374421,2262555,111866,67142,00000
Bamboozled,2373937,2185266,188671,,10000000
A Little Sex,2370376,2370376,00000,,00000
Margot at the Wedding,2367775,1958977,408798,,00000
Wild Bill,2363472,2169373,194099,,00000
Dancing at Lughnasa,2361632,2361632,00000,,00000
Farewell to the King,2361132,2361132,00000,,00000
The Amateur,2358271,2358271,00000,,00000
2014 Oscar Shorts,2357890,2357890,00000,,00000
In the Name of Love,2357703,00000,2357703,,00000
Cemetery Junction,2357547,00000,2357547,,00000
Blackfish,2354875,2073582,281293,1094681,00000
Extinction,2350695,00000,2350695,,00000
Teeth,2350641,347578,2003063,,2000000
Fright Night II,2350289,2350289,00000,,00000
At Close Range,2347000,2347000,00000,,00000
Blind Fury,2345628,2345628,00000,,00000
Gabriela,2335352,2335352,00000,,50000
5 Flights Up,2334287,1020921,1313366,357937,00000
Meru,2334228,2334228,00000,,00000
"Secret of the Magic Gourd, The",2327800,00000,2327800,,00000
Last Orders,2326407,2326407,00000,,12000000
Quelque chose à te dire,2326099,00000,2326099,,00000
King Naresuan 4,2323926,00000,2323926,,00000
Seefood,2323543,00000,2323543,,00000
Branded,2322630,353513,1969117,,00000
Love Crimes,2320217,2320217,00000,,00000
East-West,2319726,2319726,00000,,00000
"White Hunter, Black Heart",2319124,2319124,00000,,00000
Return,2318779,00000,2318779,,00000
The Man Who Wasn't There,2315505,2315505,00000,,00000
Paan Singh Tomar,2315251,40311,2274940,,00000
Shanghai Surprise,2315000,2315000,00000,,17000000
Des vents contraires,2312123,00000,2312123,,00000
8 Films to Die For,2310680,2310680,00000,,00000
JCVD,2309944,470691,1839253,,00000
A Good Man in Africa,2308390,2308390,00000,,00000
His Secret Life,2308298,215339,2092959,,00000
"Merry Christmas, Mr. Lawrence",2306560,2306560,00000,,00000
Sleeping with Other People,2304620,814775,1489845,,00000
Kokoda,2301966,00000,2301966,,00000
The Navigators,2301940,01940,2300000,,00000
Hav Plenty,2301777,2301777,00000,,650000
The Day of the Dolphin,2300000,2300000,00000,,00000
To The Shores of Tripoli,2300000,2300000,00000,,00000
Repo Man,2300000,2300000,00000,,1500000
Hell Night,2300000,2300000,00000,,00000
Sàidékè balái,2299720,00000,2299720,,00000
Windhorse,2297017,2297017,00000,,00000
"Man, Woman and Child",2296853,2296853,00000,,00000
Jude,2296297,407072,1889225,,00000
The Pillow Book,2293037,2293037,00000,,00000
Demandez la Permission aux Enfants,2292298,00000,2292298,,00000
Nobody Knows,2291229,683575,1607654,,00000
Snowriders 2,2287639,2287639,00000,,00000
The Yards,2282710,882710,1400000,,20000000
Curious George 2: Follow That Monkey,2281905,00000,2281905,10800587,00000
The Nasty Girl,2281569,2281569,00000,,00000
FUR: An Imaginary Portrait of Diane Arbus,2281089,223202,2057887,,16800000
42nd Street,2281000,1438000,843000,,439000
Ma Vie en Rose,2280573,2280573,00000,,00000
Noises Off...,2280148,2280148,00000,,00000
Pecker,2279807,2279807,00000,,00000
Nomads,2278264,2278264,00000,,00000
Gidarida Michyeo,2277281,00000,2277281,,00000
Escanaba in Da Moonlight,2276406,2276406,00000,,00000
Showdown in Little Tokyo,2275557,2275557,00000,,8000000
The East,2274649,2274649,00000,194812,00000
Dior and I,2274016,1028953,1245063,,00000
"No Retreat, No Surrender",2273045,2273045,00000,,00000
La doublure,2272329,2272329,00000,,00000
Casino Jack,2272186,2039869,232317,,12500000
Jem and the Holograms,2270096,2184640,85456,,00000
Texasville,2268181,2268181,00000,,00000
Sleepwalk With Me,2266066,2266066,00000,,00000
Utomlyonnye solntsem,2265414,2265414,00000,,00000
My Love,2264968,00000,2264968,,00000
Gilda Live,2261507,2261507,00000,,00000
Swindler in My Mom's House,2260734,00000,2260734,,00000
Sing,2260616,2260616,00000,,00000
Touch of Evil,2257349,2237659,19690,,00000
DysFunkTional Family,2255000,2255000,00000,,3000000
Bill Cunningham New York,2254254,1510026,744228,,00000
Life in a... Metro,2253352,150212,2103140,,00000
Clay Pigeons,2253139,1789892,463247,,8000000
The Dish,2252970,2252970,00000,,00000
It Happened at the World's Fair,2250000,2250000,00000,,00000
My All-American,2246000,2246000,00000,,20000000
Neil Young: Heart of Gold,2238644,1828069,410575,11372774,00000
2 States,2238175,2238175,00000,,00000
What's Your Raashee?,2232500,257868,1974632,,00000
Everyday I Love You,2232350,00000,2232350,,00000
Vincent & Theo,2231274,2231274,00000,,00000
The Squeeze,2228951,2228951,00000,,00000
The Eye of the Storm,2226888,83566,2143322,,00000
It's All Gone Pete Tong,2226603,120620,2105983,,2000000
Le Week-End,2225098,2225098,00000,45406,00000
Don,2223961,2223961,00000,,00000
Metallica: Some Kind of Monster,2223844,1222708,1001136,,00000
Smilla's Sense of Snow,2221994,2221994,00000,,35000000
Apollo 13 (IMAX),2219202,1759075,460127,,00000
Def by Temptation,2218579,2218579,00000,,00000
Bunteu,2217531,00000,2217531,,00000
Leprechaun 2,2217237,2217237,00000,,00000
Generation P,2214954,00000,2214954,,00000
Hing dai,2213095,00000,2213095,,00000
Sleuth,2212891,342895,1869996,,00000
Two Girls and a Guy,2208051,1950218,257833,,1000000
Downtown,2205486,2205486,00000,,00000
Valentino: The Last Emperor,2204738,1755134,449604,,00000
The Whistleblower,2203654,1120914,1082740,,00000
If Lucy Fell,2202580,2202580,00000,,00000
Once Were Warriors,2201126,2201126,00000,,00000
Lawnmower Man 2: Beyond Cyberspace,2200664,2200664,00000,,00000
Vivere in Pace,2200000,2200000,00000,,00000
Windows,2200000,2200000,00000,,00000
The Molly Maguires,2200000,2200000,00000,,11000000
The Imposters,2197921,2197921,00000,,00000
O Jerusalem,2195669,234480,1961189,,00000
Chinese Box,2195190,2195190,00000,,00000
Innocence,2194919,2194919,00000,,00000
Double Dragon,2194780,2194780,00000,,00000
Dod sno,2194020,46742,2147278,,800000
Cinderella,2185663,00000,2185663,,00000
Bird,2181286,2181286,00000,,00000
Buffalo '66,2180752,2180752,00000,,1500000
The Paperboy,2176376,677200,1499176,3341977,00000
Once Upon a Time... When We Were Colored,2174060,2174060,00000,,00000
No Problem,2172821,00000,2172821,,00000
’71,2170847,1270847,900000,,00000
Tesis Sobre un Homicidio,2165848,00000,2165848,,00000
A Dog of Flanders,2165637,2165637,00000,,7000000
Gulaal,2164821,00000,2164821,,00000
"Paris, Texas",2164507,2164507,00000,,00000
Wilde,2157701,2157701,00000,,00000
Scenes from the Class Struggle in Beverly Hills,2156471,2156471,00000,,00000
The Endless Summer 2,2155385,2155385,00000,,00000
Shadow Conspiracy,2154540,2154540,00000,,45000000
Un dimanche à la campagne,2153717,2153717,00000,,00000
Grave Encounters,2151887,00000,2151887,,2000000
Mysterious Skin,2148548,713240,1435308,,00000
Meatballs III,2147228,2147228,00000,,00000
Tarzan and the Lost City,2147114,2147114,00000,,00000
The Saratov Approach,2146998,2146998,00000,,00000
Xingu,2145834,00000,2145834,,00000
Mrs. Parker and the Vicious Circle,2144667,2144667,00000,,00000
2013 Oscar Shorts,2142342,2142342,00000,,00000
Now is Good,2141436,00000,2141436,,500000
Austenland,2137573,2137573,00000,,00000
Morgan Stewart's Coming Home,2136381,2136381,00000,,00000
Jinxed!,2133621,2133621,00000,,00000
Ran,2132974,2132974,00000,,00000
Dinosaurs: Giants of Patagonia,2130465,00000,2130465,,00000
Tie saam gok,2129774,00000,2129774,,00000
Roger Waters the Wall,2126962,00000,2126962,,00000
Krrish 3,2123333,2123333,00000,,00000
Videodrome,2120439,2120439,00000,,5952000
The Nutcracker,2119994,2119994,00000,,19000000
Personal Best,2119003,2119003,00000,,00000
Gloria,2110357,2110357,00000,79432,00000
Roar,2110050,2110050,00000,,17000000
Who Dares Wins,2108197,2108197,00000,,00000
Piku,2105759,1801806,303953,,00000
Xing kong,2105079,00000,2105079,,00000
The Pursuit of D.B. Cooper,2104164,2104164,00000,,12000000
Another Earth,2102779,1321194,781585,,175000
Faithful,2101580,2101580,00000,,13000000
King Richard and the Crusaders,2100000,2100000,00000,,00000
Conquest,2100000,2100000,00000,,00000
The Meerkats,2100000,00000,2100000,,00000
State Property,2099719,2099719,00000,,00000
Guru,2096000,2096000,00000,,00000
Kika,2093000,2093000,00000,,00000
A Month by the Lake,2092272,2092272,00000,,00000
Heathcliff: The Movie,2091504,2091504,00000,,00000
It Came From Hollywood,2091037,2091037,00000,,00000
Trailer Park Boys 3: Don’t Legalize It,2090607,2090607,00000,,00000
Dabbe,2090121,00000,2090121,,00000
15 ans et demi,2089547,00000,2089547,,00000
Everything is Illuminated,2088946,1705595,383351,,00000
Just Tell Me What You Want,2086905,2086905,00000,,00000
The Diary of a Teenage Girl,2086697,1477002,609695,,00000
La lengua de las mariposas,2086098,2086098,00000,,00000
Kill Your Darlings,2084815,1029949,1054866,,00000
The Daytrippers,2084559,2084559,00000,,00000
Conte d'automne,2082061,2082061,00000,,00000
Screwballs,2082000,2082000,00000,,00000
Mr. Deeds Goes To Town,2080000,2080000,00000,,00000
Faces in the Crowd,2078672,00000,2078672,,00000
He'arat Shulayim,2078560,2007451,71109,,00000
Strangers with Candy,2077844,2072645,05199,,2000000
The Sheltering Sky,2075084,2075084,00000,,00000
Ayurveda: Art of Being,2066892,16892,2050000,,300000
Carlitos y el campo de los seños,2064565,00000,2064565,,00000
Ravenous,2062406,2062406,00000,,12000000
Youth Without Youth,2061804,239495,1822309,,00000
Bollywood/Hollywood,2056380,1491083,565297,,00000
Man of Tai Chi,2054941,00000,2054941,313590,00000
Pelle erobreren,2053931,2053931,00000,,00000
Turtle Diary,2053364,2053364,00000,,00000
Manon des sources,2051777,2051777,00000,,00000
Jacknife,2049769,2049769,00000,,00000
Trick,2049595,2049595,00000,,00000
Beyond the Mat,2047570,2047570,00000,,500000
Roadside Romeo,2046090,55202,1990888,,2000000
Poongsan,2045774,00000,2045774,,00000
Fauteils d'orchestre,2044858,2044858,00000,,00000
Sexo Com Amor?,2044777,00000,2044777,,00000
Rooftops,2043889,2043889,00000,,00000
Viruddh,2043726,322753,1720973,,00000
El Mariachi,2041928,2040920,01008,,07000
Cafe Solo o Con Ellas,2040604,00000,2040604,,00000
We Don't Live Here Anymore,2037545,2037545,00000,,00000
The Krays,2035562,2035562,00000,,00000
Snowriders,2035470,2035470,00000,,00000
Mom and Dad Save the World,2034470,2034470,00000,,00000
Gate II,2032973,2032973,00000,,00000
Besieged,2032621,2032621,00000,,00000
Le Grand Alibi,2032094,00000,2032094,,00000
Clown,2031400,00000,2031400,,00000
Mallrats,2028211,2028211,00000,,6100000
Dangerously Close,2026765,2026765,00000,,00000
Hello,2026753,00000,2026753,,00000
The Work and the Glory: American Zion,2024854,2024854,00000,,6500000
Etiquette for Mistresses,2024650,00000,2024650,,00000
Storytelling,2024522,912442,1112080,,00000
Winter People,2023282,2023282,00000,,00000
The Broken Hearts Club: A Romantic Comedy,2022442,1744858,277584,,1000000
Billy's Hollywood Screen Kiss,2020700,2020700,00000,,00000
Three Seasons,2019237,2019237,00000,,00000
A Guide to Recognizing Your Saints,2016139,516139,1500000,,00000
Rad,2015882,2015882,00000,,00000
Los Pelayos,2015219,00000,2015219,,00000
Night on Earth,2015000,2015000,00000,,00000
San suk si gin,2013340,00000,2013340,,00000
"Bon Voyage, Charlie Brown (and Don't Come Back!)",2013193,2013193,00000,,00000
Sur Le Seuil,2013052,2013052,00000,,2500000
Swades,2012709,1223240,789469,,00000
The Amateurs,2011497,2011497,00000,,00000
Better Than Chocolate,2011254,2011254,00000,,00000
Big Bully,2010557,2010557,00000,,00000
Welcome Back,2010478,1388365,622113,,00000
Hum Saath-Saath Hain,2005094,2005094,00000,,00000
Nez Rouge,2004814,2004814,00000,,00000
Lezioni di Cioccolato 2,2002675,00000,2002675,,00000
Nemesis,2001124,2001124,00000,,00000
Shut Up and Sing,2000043,1215045,784998,,00000
Bad Lieutenant,2000022,2000022,00000,,00000
The Wrong Man,2000000,2000000,00000,,1200000
Wilson,2000000,2000000,00000,,5200000
Foolin' Around,2000000,2000000,00000,,00000
Sharks' Treasure,2000000,2000000,00000,,00000
Date With an Angel,2000000,2000000,00000,,00000
The Hand,2000000,2000000,00000,,00000
"Farewell, My Lovely",2000000,2000000,00000,,00000
Can't Stop the Music,2000000,2000000,00000,,20000000
Che!,2000000,2000000,00000,,00000
She Done Him Wrong,2000000,2000000,00000,,200000
Playing for Keeps,2000000,2000000,00000,,35000000
I was a Teenage Werewolf,2000000,2000000,00000,,00000
The Care Bears Adventure in Wonderland,2000000,2000000,00000,,00000
Return to the Blue Lagoon,2000000,2000000,00000,,11000000
Kansas,2000000,2000000,00000,,00000
et Dieu… Crea la Femme,2000000,2000000,00000,,00000
Pikovaya dama. Chyornyy obryad,1996552,00000,1996552,,00000
Steak,1995149,00000,1995149,,00000
Married To It,1989059,1989059,00000,,00000
The Art of Getting By,1989035,1430241,558794,,4000000
Dr. Cabbie,1986209,1986209,00000,,00000
Shortbus,1985292,1985292,00000,,2000000
Surviving Picasso,1985001,1985001,00000,,00000
Red State,1983596,1065429,918167,,4000000
Cake,1982489,1951776,30713,,00000
Taal,1980398,1980398,00000,,00000
Zero Effect,1980338,1980338,00000,,5000000
Rich in Love,1978522,1978522,00000,,00000
O... &Ccedil;ocuklari,1973088,00000,1973088,,00000
M,1972914,00000,1972914,,00000
Osama,1971479,1127331,844148,,500000
Felicia's Journey,1970268,824295,1145973,,15000000
Endless Winter,1966454,1966454,00000,,00000
Yume,1963207,1963207,00000,,00000
Breaking Wind,1961193,00000,1961193,,00000
All the Boys Love Mandy Lane,1960521,00000,1960521,,750000
The Source,1956822,362357,1594465,,00000
Tamasha,1954248,1413443,540805,,00000
Crazy in Alabama,1954202,1954202,00000,,15000000
Cecil B. Demented,1953882,1276984,676898,,10000000
The Clan of the Cave Bear,1953732,1953732,00000,,15000000
Love Field,1949148,1949148,00000,,00000
Bezerra de Menezes - O Diário de um Espírito,1948185,00000,1948185,,00000
Chance Pe Dance,1945716,168643,1777073,,00000
La chambre bleue,1945420,260441,1684979,,1400000
Broken English,1944150,956919,987231,,00000
Jag är Ingrid,1942847,29568,1913279,,00000
"Hey There, It's Yogi Bear",1940903,1940903,00000,,00000
"Goodbye, Lover",1940299,1940299,00000,,00000
Singh Is Bliing,1939033,919095,1019938,,00000
Spellbinder,1938049,1938049,00000,,00000
Cadence,1935475,1935475,00000,,00000
Electric Dreams,1932663,1932663,00000,,00000
Erik the Viking,1932642,1932642,00000,,00000
Afutâ suk$ucirc;ru,1930109,00000,1930109,,00000
Infinitely Polar Bear,1925332,1430655,494677,,00000
V/H/S,1925329,100345,1824984,,00000
Huozhe,1923899,1923899,00000,,00000
Paradise Road,1921471,1921471,00000,,00000
Titus,1921350,1921350,00000,,00000
Last Days,1920616,454711,1465905,,00000
Kung Fu Hip-Hop,1920400,00000,1920400,,00000
Communion,1919000,1919000,00000,,00000
Fresa y chocolate,1918424,1918424,00000,,00000
Warning Sign,1918117,1918117,00000,,00000
Colpo d'occhio,1917707,00000,1917707,,00000
"Kiss Me, Guido",1916898,1916898,00000,,00000
Thumbsucker,1915591,1325073,590518,,4000000
Old Fashioned,1914090,1914090,00000,567067,00000
State of Grace,1911542,1911542,00000,,00000
Je Deteste les Enfantes des Autres,1909603,00000,1909603,,00000
Fly Daddy,1904386,00000,1904386,,00000
Les herbes folles,1903952,403952,1500000,,14000000
Alter Ego,1901495,00000,1901495,,00000
Yao a yao yao dao waipo qiao,1900504,1900504,00000,,00000
La Pianiste,1900282,1900282,00000,,00000
Mass Appeal,1900000,1900000,00000,,00000
"Easy Come, Easy Go",1900000,1900000,00000,,00000
I Wanna Hold Your Hand,1900000,1900000,00000,,00000
Tobacco Road,1900000,1900000,00000,,00000
Game of Thrones: The IMAX Experience,1896092,1896092,00000,,00000
Permanent Record,1893000,1893000,00000,,00000
The Mighty Macs,1891936,1891936,00000,,7000000
"Sans Arme, Ni Haine, Ni Violence",1891002,00000,1891002,,00000
Masterminds,1890472,1890472,00000,,00000
The Breed,1888604,00000,1888604,,00000
The Night We Never Met,1884814,1884814,00000,,00000
Cop,1884315,1884315,00000,,00000
Dans une galaxie pres de chez vous 2,1883999,1883999,00000,,00000
Vibes,1883811,1883811,00000,,00000
Why We Fight,1880863,1880863,00000,,00000
The Slugger's Wife,1878000,1878000,00000,,00000
Only Lovers Left Alive,1876685,1876685,00000,1197505,00000
Between Love and Hate,1876545,00000,1876545,,00000
Poli Opposti,1874768,00000,1874768,,00000
Kaguyahime no monogatari,1874746,1506975,367771,893434,00000
Khichdi The Movie,1874285,00000,1874285,,00000
"Ce soir, je dors chez toi",1871691,00000,1871691,,00000
Qian bu gou yong II,1870552,00000,1870552,,00000
Meek's Cutoff,1869928,977772,892156,,2000000
11'09''01 - September 11,1868798,126694,1742104,,00000
Bitter Moon,1862000,1862000,00000,,00000
Re-Animator,1861026,1861026,00000,,00000
Ice Bar,1857511,00000,1857511,,00000
Marie,1856840,1856840,00000,,00000
Dao Jian Xiao,1856397,47897,1808500,,00000
Henry Poole Is Here,1852777,1835293,17484,,00000
Miss Firecracker,1852655,1852655,00000,,00000
Salaam-e-Ishq (A Tribute to Love),1852050,1852050,00000,,00000
Ex with Benefits,1851902,00000,1851902,,00000
Chuzhaya,1849944,00000,1849944,,00000
Who Killed the Electric Car?,1849392,1678874,170518,,1000000
Gerry,1844754,1844754,00000,,00000
Harrison's Flowers,1843570,1843570,00000,,00000
High Art,1835565,1835565,00000,,00000
Roger Dodger,1833349,1260761,572588,,00000
Crooked Arrows,1832541,1832541,00000,,00000
Poison Ivy,1829804,1829804,00000,,00000
Floride,1828809,00000,1828809,,00000
Tu Xia Chuan Qi,1828400,00000,1828400,,12000000
Les Randonneurs à Saint-Tropez,1823846,00000,1823846,,00000
The Butcher Boy,1822193,1822193,00000,,00000
Tusk,1821983,1821983,00000,108961,3000000
The Buddy System,1820049,1820049,00000,,00000
Wonderland,1819527,413595,1405932,,00000
Carny,1817720,1817720,00000,,00000
Bossa Nova,1816792,1816792,00000,,00000
Miss Gold Digger,1816571,00000,1816571,,00000
A Man Who Was Superman,1814480,00000,1814480,,00000
Ddeugeoun-geosi joh-a,1811549,00000,1811549,,00000
Breaking In,1811086,1811086,00000,,00000
The Color of Paradise,1810145,1810145,00000,,00000
N'sync: Bigger than Live,1808679,1808679,00000,,00000
Eye See You,1807990,79161,1728829,,55000000
O'Horten,1802232,302232,1500000,,00000
Damaged Lives,1800000,1800000,00000,,00000
Kid Galahad,1800000,1800000,00000,,00000
Maya the Bee,1798251,00000,1798251,102025,00000
Hurlyburly,1796328,1796328,00000,,00000
La Vie Après L'Amour,1795758,1795758,00000,,00000
Delicatessen,1794187,1794187,00000,,00000
Tune in Tomorrow,1794000,1794000,00000,,00000
Stormy Monday,1791328,1791328,00000,,00000
Code 46,1788324,197148,1591176,,7500000
The Oyster Farmer,1786846,14470,1772376,,00000
Venus and Mars,1785737,00000,1785737,,00000
Jai Veeru,1784639,00000,1784639,,00000
The Man Who Cried,1783331,739583,1043748,,00000
The Mangler,1781000,1781000,00000,,00000
The Notorious Bettie Page,1779570,1415082,364488,,00000
Chalet Girl,1779517,01610,1777907,,00000
The Dangerous Lives of Altar Boys,1779284,1779284,00000,,12000000
The Worst Guy Ever,1776916,00000,1776916,,00000
Washington Square,1775644,1775644,00000,,00000
Mo-bi-dik,1775209,00000,1775209,,00000
Lemale et ha'halal,1774639,1774639,00000,,00000
Awake: The Life of Yogananda,1773653,1511750,261903,270486,00000
Big Stan,1770677,00000,1770677,,00000
Naked,1769000,1769000,00000,,00000
Leviafan,1766860,1092800,674060,165310,00000
A Better Life,1766372,1759252,07120,,10000000
99 Homes,1765881,1411927,353954,,00000
Department,1765771,00000,1765771,,00000
Murderball,1765708,1523883,241825,,350000
The Silence,1765607,1765607,00000,,00000
Main Hoon Na,1765346,1722453,42893,,00000
Boy A,1760943,113662,1647281,,00000
J'Veux Pas Que Tu T'en Ailles,1760168,00000,1760168,,00000
A Soldier's Daughter Never Cries,1759596,1759596,00000,,00000
Teng Nong Khon Maha-Hia,1759123,00000,1759123,,00000
Cookie,1755480,1755480,00000,,00000
Flipped,1755212,1755212,00000,,14000000
Carnosaur,1753979,1753979,00000,,00000
Koi… Mil Gaya,1752408,680979,1071429,,00000
Vanya on 42nd Street,1746000,1746000,00000,,00000
The Messenger,1744952,1109660,635292,,6500000
Carman: The Champion,1743863,1743863,00000,,00000
The Debut,1743570,1743570,00000,,00000
The Horror Show,1738897,1738897,00000,,00000
Simon,1738379,03771,1734608,,1300000
Comme une image,1736499,1736499,00000,,00000
Le Deuxième souffle,1735359,00000,1735359,,00000
The Dream Life of Angels,1734831,1734831,00000,,00000
"Che, Part 1: The Argentine",1733532,1733532,00000,,00000
Little Nikita,1733070,1733070,00000,,00000
The Big Town,1733017,1733017,00000,,00000
Sunday,1732665,00000,1732665,,00000
The Rosary Murders,1730337,1730337,00000,,00000
The Waterdance,1723319,1723319,00000,,00000
Mon Fils à Moi,1723084,00000,1723084,,00000
Mortuary,1722738,1722738,00000,,00000
Naraka 19,1720493,00000,1720493,,00000
Link,1720450,1720450,00000,,00000
The Forbidden Dance,1719538,1719538,00000,,00000
El abrazo partido,1717243,189836,1527407,,00000
Gekijoban Saraba Kamen Raida Den'o Fainaru Kauntodaun,1716850,00000,1716850,,00000
Tumbleweeds,1715108,1277188,437920,,312000
Girl on the Bridge,1713995,1713995,00000,,00000
Selon Charlie,1713311,00000,1713311,,00000
To Sir With Love,1712029,00000,1712029,,00000
Death Wish V: The Face of Death,1711424,1711424,00000,,00000
Sweet Land,1706325,1706325,00000,,00000
"Men, Women and Children",1705908,705908,1000000,29582,00000
What's Cooking,1705143,1045899,659244,,00000
Lady in White,1705139,1705139,00000,,4700000
Derzkie Dni,1703910,00000,1703910,,00000
The Life and Times of Hank Greenberg,1703901,1703901,00000,,00000
A Home of Our Own,1703282,1703282,00000,,00000
2012 Oscar Shorts,1702415,1702415,00000,,00000
Best of the Best,1700000,1700000,00000,,00000
The Kid Stays in the Picture,1699809,1434436,265373,,00000
Boxing Helena,1699744,1699744,00000,,00000
Une vieille maîtresse,1697774,785671,912103,,00000
The Bridge of San Luis Rey,1696765,49981,1646784,,24000000
Saint Ralph,1695126,795126,900000,,5200000
Go Go 70's,1693645,00000,1693645,,00000
El Vacilón: The Movie,1693256,1693256,00000,,00000
Ararat,1693000,1693000,00000,,15500000
Suicide Kings,1692872,1692872,00000,,00000
State Property 2,1691706,1691706,00000,,00000
Meet the Patels,1691439,1691439,00000,,00000
Jesus' Son,1687548,1282084,405464,,2500000
Texas Killing Fields,1686991,45470,1641521,,00000
Steel,1686429,1686429,00000,,16000000
Therese Desqueyroux,1684621,226555,1458066,,00000
Combustion,1683711,00000,1683711,,00000
Kung Fu Tootsie,1682173,00000,1682173,,00000
Race the Sun,1681685,1681685,00000,,00000
Matewan,1680358,1680358,00000,,00000
All Inclusive,1677146,00000,1677146,,00000
Bring on the Night,1675689,1675689,00000,,00000
The Legend of Johnny Lingo,1673997,1673997,00000,,00000
Priest,1671612,00000,1671612,,00000
Tim's Vermeer,1670806,1670806,00000,,00000
The Lady,1669231,135985,1533246,,00000
I Shot Andy Warhol,1667299,1667299,00000,,00000
Talento de Barrio,1667294,1667294,00000,,00000
Liam,1665705,1016021,649684,,00000
Breakaway,1664792,1481735,183057,,00000
Subway,1663296,390659,1272637,,2000000
Chillar Party,1662597,06330,1656267,,00000
Les doigts croches,1662485,1662485,00000,,00000
Factory Girl,1661464,1661464,00000,,7000000
"The Book of Mormon Movie, Volume 1: The Journey",1660865,1660865,00000,,2000000
Out on a Limb,1659542,1659542,00000,,00000
Shingeki no kyojin: Guren no yumiya,1659387,00000,1659387,,00000
More Than Blue,1659016,00000,1659016,,00000
Asterix-Le Domaine des dieux,1656287,1656287,00000,,00000
Prick Up Your Ears,1654743,1654743,00000,,00000
Even Cowgirls Get the Blues,1649796,1649796,00000,,00000
Festen,1647780,1647780,00000,,1300000
The Winter's Tale,1647708,00000,1647708,,00000
Hector and the Search for Happiness,1646814,1124445,522369,339464,00000
Marci X,1646664,1646664,00000,,20000000
Nate and Hayes,1643022,1643022,00000,,00000
It's a Wonderful Afterlife,1642939,00000,1642939,,10000000
Spider,1641788,1641788,00000,,10000000
Body Rock,1639127,1639127,00000,,00000
Gun Shy,1638202,1638202,00000,,10000000
Big Game,1637947,24752,1613195,1339588,00000
Actrices,1637310,00000,1637310,,00000
Flammen og Citronen,1635241,148089,1487152,,9000000
3 hommes et un couffin,1634389,1634389,00000,,00000
The Two Faces of January,1632152,507463,1124689,51306,00000
The Christmas Candle,1632000,1632000,00000,1119045,7000000
A Million,1631439,00000,1631439,,00000
Den skaldede frisør,1631306,1631306,00000,120447,00000
Secuestro Express,1629473,302256,1327217,,00000
Bacheha-Ye aseman,1628579,933933,694646,,180000
Brain Dead,1627955,1627955,00000,,00000
Bhaag Milkha Bhaag,1626289,1626289,00000,,00000
L'attentat,1625707,1625707,00000,,00000
Heist,1620834,50136,1570698,,15000000
Home,1620056,00000,1620056,,12000000
Vertical Reality,1619747,1619747,00000,,00000
Barbie and the Secret Door,1619644,00000,1619644,6444214,00000
Session 9,1619602,378176,1241426,,1500000
Standing in the Shadows of Motown,1615732,1615732,00000,,00000
Io non ho paura,1615118,1615118,00000,,00000
